"Row","Imbalance_Ratio","Sample_Size","Balance_Method","Model_Type","Threshold","Accuracy","Precision","Recall","F1_Score","TP","TN","FP","FN"
400,0.3,2000,"None","DecisionTree",0.7,0.7,0,0,0,0,420,0,180
401,0.3,2000,"Undersample","Logistic",0.3,0.3,0.3,1,0.4615,180,0,420,0
402,0.3,2000,"Undersample","Logistic",0.4,0.3267,0.3069,0.9889,0.4684,178,18,402,2
403,0.3,2000,"Undersample","Logistic",0.5,0.5283,0.2731,0.3444,0.3046,62,255,165,118
404,0.3,2000,"Undersample","Logistic",0.6,0.6933,0.25,0.0111,0.0213,2,414,6,178
405,0.3,2000,"Undersample","Logistic",0.7,0.7,0,0,0,0,420,0,180
406,0.3,2000,"Undersample","DecisionTree",0.3,0.41,0.2792,0.6111,0.3833,110,136,284,70
407,0.3,2000,"Undersample","DecisionTree",0.4,0.41,0.2792,0.6111,0.3833,110,136,284,70
408,0.3,2000,"Undersample","DecisionTree",0.5,0.4683,0.2706,0.4556,0.3395,82,199,221,98
409,0.3,2000,"Undersample","DecisionTree",0.6,0.4967,0.2837,0.4444,0.3463,80,218,202,100
410,0.3,2000,"Undersample","DecisionTree",0.7,0.6417,0.3118,0.1611,0.2124,29,356,64,151
411,0.3,2000,"SMOTE","Logistic",0.3,0.3,0.3,1,0.4615,180,0,420,0
412,0.3,2000,"SMOTE","Logistic",0.4,0.3617,0.3059,0.8889,0.4552,160,57,363,20
413,0.3,2000,"SMOTE","Logistic",0.5,0.63,0.2667,0.1333,0.1778,24,354,66,156
414,0.3,2000,"SMOTE","Logistic",0.6,0.6983,0,0,0,0,419,1,180
415,0.3,2000,"SMOTE","Logistic",0.7,0.7,0,0,0,0,420,0,180
416,0.3,2000,"SMOTE","DecisionTree",0.3,0.3233,0.2915,0.8778,0.4377,158,36,384,22
417,0.3,2000,"SMOTE","DecisionTree",0.4,0.6283,0.3063,0.1889,0.2337,34,343,77,146
418,0.3,2000,"SMOTE","DecisionTree",0.5,0.7,0,0,0,0,420,0,180
419,0.3,2000,"SMOTE","DecisionTree",0.6,0.7,0,0,0,0,420,0,180
420,0.3,2000,"SMOTE","DecisionTree",0.7,0.7,0,0,0,0,420,0,180
421,0.3,3000,"None","Logistic",0.3,0.4489,0.3011,0.6333,0.4081,171,233,397,99
422,0.3,3000,"None","Logistic",0.4,0.7033,1,0.0111,0.022,3,630,0,267
423,0.3,3000,"None","Logistic",0.5,0.7,0,0,0,0,630,0,270
424,0.3,3000,"None","Logistic",0.6,0.7,0,0,0,0,630,0,270
425,0.3,3000,"None","Logistic",0.7,0.7,0,0,0,0,630,0,270
426,0.3,3000,"None","DecisionTree",0.3,0.7,0,0,0,0,630,0,270
427,0.3,3000,"None","DecisionTree",0.4,0.7,0,0,0,0,630,0,270
428,0.3,3000,"None","DecisionTree",0.5,0.7,0,0,0,0,630,0,270
429,0.3,3000,"None","DecisionTree",0.6,0.7,0,0,0,0,630,0,270
430,0.3,3000,"None","DecisionTree",0.7,0.7,0,0,0,0,630,0,270
431,0.3,3000,"Undersample","Logistic",0.3,0.3,0.3,1,0.4615,270,0,630,0
432,0.3,3000,"Undersample","Logistic",0.4,0.3,0.3,1,0.4615,270,0,630,0
433,0.3,3000,"Undersample","Logistic",0.5,0.53,0.2971,0.4148,0.3462,112,365,265,158
434,0.3,3000,"Undersample","Logistic",0.6,0.6978,0,0,0,0,628,2,270
435,0.3,3000,"Undersample","Logistic",0.7,0.7,0,0,0,0,630,0,270
436,0.3,3000,"Undersample","DecisionTree",0.3,0.3,0.3,1,0.4615,270,0,630,0
437,0.3,3000,"Undersample","DecisionTree",0.4,0.3478,0.2981,0.8667,0.4436,234,79,551,36
438,0.3,3000,"Undersample","DecisionTree",0.5,0.5878,0.2814,0.2407,0.2595,65,464,166,205
439,0.3,3000,"Undersample","DecisionTree",0.6,0.5878,0.2814,0.2407,0.2595,65,464,166,205
440,0.3,3000,"Undersample","DecisionTree",0.7,0.6489,0.287,0.1148,0.164,31,553,77,239
441,0.3,3000,"SMOTE","Logistic",0.3,0.3,0.3,1,0.4615,270,0,630,0
442,0.3,3000,"SMOTE","Logistic",0.4,0.3033,0.2974,0.9704,0.4553,262,11,619,8
443,0.3,3000,"SMOTE","Logistic",0.5,0.5922,0.3156,0.3074,0.3114,83,450,180,187
444,0.3,3000,"SMOTE","Logistic",0.6,0.7,0,0,0,0,630,0,270
445,0.3,3000,"SMOTE","Logistic",0.7,0.7,0,0,0,0,630,0,270
446,0.3,3000,"SMOTE","DecisionTree",0.3,0.4289,0.3045,0.7037,0.4251,190,196,434,80
447,0.3,3000,"SMOTE","DecisionTree",0.4,0.6556,0.2778,0.0926,0.1389,25,565,65,245
448,0.3,3000,"SMOTE","DecisionTree",0.5,0.6556,0.2778,0.0926,0.1389,25,565,65,245
449,0.3,3000,"SMOTE","DecisionTree",0.6,0.7,0,0,0,0,630,0,270
450,0.3,3000,"SMOTE","DecisionTree",0.7,0.7,0,0,0,0,630,0,270
451,0.3,5000,"None","Logistic",0.3,0.4047,0.3059,0.7756,0.4388,349,258,792,101
452,0.3,5000,"None","Logistic",0.4,0.7,0,0,0,0,1050,0,450
453,0.3,5000,"None","Logistic",0.5,0.7,0,0,0,0,1050,0,450
454,0.3,5000,"None","Logistic",0.6,0.7,0,0,0,0,1050,0,450
455,0.3,5000,"None","Logistic",0.7,0.7,0,0,0,0,1050,0,450
456,0.3,5000,"None","DecisionTree",0.3,0.7,0,0,0,0,1050,0,450
457,0.3,5000,"None","DecisionTree",0.4,0.7,0,0,0,0,1050,0,450
458,0.3,5000,"None","DecisionTree",0.5,0.7,0,0,0,0,1050,0,450
459,0.3,5000,"None","DecisionTree",0.6,0.7,0,0,0,0,1050,0,450
460,0.3,5000,"None","DecisionTree",0.7,0.7,0,0,0,0,1050,0,450
461,0.3,5000,"Undersample","Logistic",0.3,0.3,0.3,1,0.4615,450,0,1050,0
462,0.3,5000,"Undersample","Logistic",0.4,0.3,0.2995,0.9956,0.4605,448,2,1048,2
463,0.3,5000,"Undersample","Logistic",0.5,0.4673,0.2954,0.56,0.3868,252,449,601,198
464,0.3,5000,"Undersample","Logistic",0.6,0.7,0,0,0,0,1050,0,450
465,0.3,5000,"Undersample","Logistic",0.7,0.7,0,0,0,0,1050,0,450
466,0.3,5000,"Undersample","DecisionTree",0.3,0.3,0.3,1,0.4615,450,0,1050,0
467,0.3,5000,"Undersample","DecisionTree",0.4,0.3,0.3,1,0.4615,450,0,1050,0
468,0.3,5000,"Undersample","DecisionTree",0.5,0.4393,0.2927,0.6133,0.3963,276,383,667,174
469,0.3,5000,"Undersample","DecisionTree",0.6,0.7,0,0,0,0,1050,0,450
470,0.3,5000,"Undersample","DecisionTree",0.7,0.7,0,0,0,0,1050,0,450
471,0.3,5000,"SMOTE","Logistic",0.3,0.3,0.3,1,0.4615,450,0,1050,0
472,0.3,5000,"SMOTE","Logistic",0.4,0.3053,0.2995,0.9822,0.459,442,16,1034,8
473,0.3,5000,"SMOTE","Logistic",0.5,0.616,0.2994,0.2089,0.2461,94,830,220,356
474,0.3,5000,"SMOTE","Logistic",0.6,0.7,0,0,0,0,1050,0,450
475,0.3,5000,"SMOTE","Logistic",0.7,0.7,0,0,0,0,1050,0,450
476,0.3,5000,"SMOTE","DecisionTree",0.3,0.3,0.3,1,0.4615,450,0,1050,0
477,0.3,5000,"SMOTE","DecisionTree",0.4,0.7,0,0,0,0,1050,0,450
478,0.3,5000,"SMOTE","DecisionTree",0.5,0.7,0,0,0,0,1050,0,450
479,0.3,5000,"SMOTE","DecisionTree",0.6,0.7,0,0,0,0,1050,0,450
480,0.3,5000,"SMOTE","DecisionTree",0.7,0.7,0,0,0,0,1050,0,450
481,0.4,1000,"None","Logistic",0.3,0.4667,0.4213,0.8917,0.5722,107,33,147,13
482,0.4,1000,"None","Logistic",0.4,0.62,0.6071,0.1417,0.2298,17,169,11,103
483,0.4,1000,"None","Logistic",0.5,0.6,0,0,0,0,180,0,120
484,0.4,1000,"None","Logistic",0.6,0.6,0,0,0,0,180,0,120
485,0.4,1000,"None","Logistic",0.7,0.6,0,0,0,0,180,0,120
486,0.4,1000,"None","DecisionTree",0.3,0.4,0.4,1,0.5714,120,0,180,0
487,0.4,1000,"None","DecisionTree",0.4,0.6,0,0,0,0,180,0,120
488,0.4,1000,"None","DecisionTree",0.5,0.6,0,0,0,0,180,0,120
489,0.4,1000,"None","DecisionTree",0.6,0.6,0,0,0,0,180,0,120
490,0.4,1000,"None","DecisionTree",0.7,0.6,0,0,0,0,180,0,120
491,0.4,1000,"Undersample","Logistic",0.3,0.4,0.4,1,0.5714,120,0,180,0
492,0.4,1000,"Undersample","Logistic",0.4,0.49,0.4298,0.8417,0.569,101,46,134,19
493,0.4,1000,"Undersample","Logistic",0.5,0.5967,0.48,0.1,0.1655,12,167,13,108
494,0.4,1000,"Undersample","Logistic",0.6,0.6,0,0,0,0,180,0,120
495,0.4,1000,"Undersample","Logistic",0.7,0.6,0,0,0,0,180,0,120
496,0.4,1000,"Undersample","DecisionTree",0.3,0.4133,0.3915,0.8417,0.5344,101,23,157,19
497,0.4,1000,"Undersample","DecisionTree",0.4,0.4133,0.3915,0.8417,0.5344,101,23,157,19
498,0.4,1000,"Undersample","DecisionTree",0.5,0.5733,0.2143,0.025,0.0448,3,169,11,117
499,0.4,1000,"Undersample","DecisionTree",0.6,0.5733,0.2143,0.025,0.0448,3,169,11,117
500,0.4,1000,"Undersample","DecisionTree",0.7,0.5733,0.2143,0.025,0.0448,3,169,11,117
501,0.4,1000,"SMOTE","Logistic",0.3,0.4667,0.4213,0.8917,0.5722,107,33,147,13
502,0.4,1000,"SMOTE","Logistic",0.4,0.62,0.6071,0.1417,0.2298,17,169,11,103
503,0.4,1000,"SMOTE","Logistic",0.5,0.6,0,0,0,0,180,0,120
504,0.4,1000,"SMOTE","Logistic",0.6,0.6,0,0,0,0,180,0,120
505,0.4,1000,"SMOTE","Logistic",0.7,0.6,0,0,0,0,180,0,120
506,0.4,1000,"SMOTE","DecisionTree",0.3,0.4,0.4,1,0.5714,120,0,180,0
507,0.4,1000,"SMOTE","DecisionTree",0.4,0.6,0,0,0,0,180,0,120
508,0.4,1000,"SMOTE","DecisionTree",0.5,0.6,0,0,0,0,180,0,120
509,0.4,1000,"SMOTE","DecisionTree",0.6,0.6,0,0,0,0,180,0,120
510,0.4,1000,"SMOTE","DecisionTree",0.7,0.6,0,0,0,0,180,0,120
511,0.4,2000,"None","Logistic",0.3,0.3983,0.399,0.9958,0.5697,239,0,360,1
512,0.4,2000,"None","Logistic",0.4,0.4533,0.4005,0.7375,0.5191,177,95,265,63
513,0.4,2000,"None","Logistic",0.5,0.6,0.5,0.0458,0.0839,11,349,11,229
514,0.4,2000,"None","Logistic",0.6,0.6,0,0,0,0,360,0,240
515,0.4,2000,"None","Logistic",0.7,0.6,0,0,0,0,360,0,240
516,0.4,2000,"None","DecisionTree",0.3,0.4067,0.3975,0.9375,0.5583,225,19,341,15
517,0.4,2000,"None","DecisionTree",0.4,0.5633,0.3226,0.0833,0.1324,20,318,42,220
518,0.4,2000,"None","DecisionTree",0.5,0.5633,0.3226,0.0833,0.1324,20,318,42,220
519,0.4,2000,"None","DecisionTree",0.6,0.5633,0.3226,0.0833,0.1324,20,318,42,220
520,0.4,2000,"None","DecisionTree",0.7,0.5633,0.3226,0.0833,0.1324,20,318,42,220
521,0.4,2000,"Undersample","Logistic",0.3,0.4,0.4,1,0.5714,240,0,360,0
522,0.4,2000,"Undersample","Logistic",0.4,0.4,0.3997,0.9958,0.5704,239,1,359,1
523,0.4,2000,"Undersample","Logistic",0.5,0.465,0.4029,0.7,0.5114,168,111,249,72
524,0.4,2000,"Undersample","Logistic",0.6,0.5917,0.4444,0.0833,0.1403,20,335,25,220
525,0.4,2000,"Undersample","Logistic",0.7,0.5983,0,0,0,0,359,1,240
526,0.4,2000,"Undersample","DecisionTree",0.3,0.3983,0.3976,0.9792,0.5656,235,4,356,5
527,0.4,2000,"Undersample","DecisionTree",0.4,0.395,0.39,0.9083,0.5457,218,19,341,22
528,0.4,2000,"Undersample","DecisionTree",0.5,0.495,0.4097,0.5958,0.4855,143,154,206,97
529,0.4,2000,"Undersample","DecisionTree",0.6,0.5683,0.4403,0.2917,0.3509,70,271,89,170
530,0.4,2000,"Undersample","DecisionTree",0.7,0.565,0.36,0.1125,0.1714,27,312,48,213
531,0.4,2000,"SMOTE","Logistic",0.3,0.3983,0.399,0.9958,0.5697,239,0,360,1
532,0.4,2000,"SMOTE","Logistic",0.4,0.4533,0.4005,0.7375,0.5191,177,95,265,63
533,0.4,2000,"SMOTE","Logistic",0.5,0.6,0.5,0.0458,0.0839,11,349,11,229
534,0.4,2000,"SMOTE","Logistic",0.6,0.6,0,0,0,0,360,0,240
535,0.4,2000,"SMOTE","Logistic",0.7,0.6,0,0,0,0,360,0,240
536,0.4,2000,"SMOTE","DecisionTree",0.3,0.4067,0.3975,0.9375,0.5583,225,19,341,15
537,0.4,2000,"SMOTE","DecisionTree",0.4,0.5633,0.3226,0.0833,0.1324,20,318,42,220
538,0.4,2000,"SMOTE","DecisionTree",0.5,0.5633,0.3226,0.0833,0.1324,20,318,42,220
539,0.4,2000,"SMOTE","DecisionTree",0.6,0.5633,0.3226,0.0833,0.1324,20,318,42,220
540,0.4,2000,"SMOTE","DecisionTree",0.7,0.5633,0.3226,0.0833,0.1324,20,318,42,220
541,0.4,3000,"None","Logistic",0.3,0.3989,0.3993,0.9972,0.5703,359,0,540,1
542,0.4,3000,"None","Logistic",0.4,0.5256,0.4121,0.4361,0.4238,157,316,224,203
543,0.4,3000,"None","Logistic",0.5,0.6,0,0,0,0,540,0,360
544,0.4,3000,"None","Logistic",0.6,0.6,0,0,0,0,540,0,360
545,0.4,3000,"None","Logistic",0.7,0.6,0,0,0,0,540,0,360
546,0.4,3000,"None","DecisionTree",0.3,0.4,0.4,1,0.5714,360,0,540,0
547,0.4,3000,"None","DecisionTree",0.4,0.6,0,0,0,0,540,0,360
548,0.4,3000,"None","DecisionTree",0.5,0.6,0,0,0,0,540,0,360
549,0.4,3000,"None","DecisionTree",0.6,0.6,0,0,0,0,540,0,360
550,0.4,3000,"None","DecisionTree",0.7,0.6,0,0,0,0,540,0,360
551,0.4,3000,"Undersample","Logistic",0.3,0.4,0.4,1,0.5714,360,0,540,0
552,0.4,3000,"Undersample","Logistic",0.4,0.4022,0.4009,1,0.5723,360,2,538,0
553,0.4,3000,"Undersample","Logistic",0.5,0.54,0.4062,0.325,0.3611,117,369,171,243
554,0.4,3000,"Undersample","Logistic",0.6,0.6,0,0,0,0,540,0,360
555,0.4,3000,"Undersample","Logistic",0.7,0.6,0,0,0,0,540,0,360
556,0.4,3000,"Undersample","DecisionTree",0.3,0.4,0.4,1,0.5714,360,0,540,0
557,0.4,3000,"Undersample","DecisionTree",0.4,0.4,0.4,1,0.5714,360,0,540,0
558,0.4,3000,"Undersample","DecisionTree",0.5,0.58,0.3548,0.0611,0.1042,22,500,40,338
559,0.4,3000,"Undersample","DecisionTree",0.6,0.58,0.3548,0.0611,0.1042,22,500,40,338
560,0.4,3000,"Undersample","DecisionTree",0.7,0.58,0.3548,0.0611,0.1042,22,500,40,338
561,0.4,3000,"SMOTE","Logistic",0.3,0.3989,0.3993,0.9972,0.5703,359,0,540,1
562,0.4,3000,"SMOTE","Logistic",0.4,0.5256,0.4121,0.4361,0.4238,157,316,224,203
563,0.4,3000,"SMOTE","Logistic",0.5,0.6,0,0,0,0,540,0,360
564,0.4,3000,"SMOTE","Logistic",0.6,0.6,0,0,0,0,540,0,360
565,0.4,3000,"SMOTE","Logistic",0.7,0.6,0,0,0,0,540,0,360
566,0.4,3000,"SMOTE","DecisionTree",0.3,0.4,0.4,1,0.5714,360,0,540,0
567,0.4,3000,"SMOTE","DecisionTree",0.4,0.6,0,0,0,0,540,0,360
568,0.4,3000,"SMOTE","DecisionTree",0.5,0.6,0,0,0,0,540,0,360
569,0.4,3000,"SMOTE","DecisionTree",0.6,0.6,0,0,0,0,540,0,360
570,0.4,3000,"SMOTE","DecisionTree",0.7,0.6,0,0,0,0,540,0,360
571,0.4,5000,"None","Logistic",0.3,0.4,0.4,1,0.5714,600,0,900,0
572,0.4,5000,"None","Logistic",0.4,0.486,0.3943,0.5317,0.4528,319,410,490,281
573,0.4,5000,"None","Logistic",0.5,0.6,0.5,0.0017,0.0034,1,899,1,599
574,0.4,5000,"None","Logistic",0.6,0.6,0,0,0,0,900,0,600
575,0.4,5000,"None","Logistic",0.7,0.6,0,0,0,0,900,0,600
576,0.4,5000,"None","DecisionTree",0.3,0.4,0.4,1,0.5714,600,0,900,0
577,0.4,5000,"None","DecisionTree",0.4,0.5907,0.3333,0.0233,0.0436,14,872,28,586
578,0.4,5000,"None","DecisionTree",0.5,0.5907,0.3333,0.0233,0.0436,14,872,28,586
579,0.4,5000,"None","DecisionTree",0.6,0.6,0,0,0,0,900,0,600
580,0.4,5000,"None","DecisionTree",0.7,0.6,0,0,0,0,900,0,600
581,0.4,5000,"Undersample","Logistic",0.3,0.4,0.4,1,0.5714,600,0,900,0
582,0.4,5000,"Undersample","Logistic",0.4,0.4013,0.4003,0.9967,0.5712,598,4,896,2
583,0.4,5000,"Undersample","Logistic",0.5,0.4967,0.3904,0.46,0.4224,276,469,431,324
584,0.4,5000,"Undersample","Logistic",0.6,0.6013,0.6667,0.0067,0.0133,4,898,2,596
585,0.4,5000,"Undersample","Logistic",0.7,0.6,0,0,0,0,900,0,600
586,0.4,5000,"Undersample","DecisionTree",0.3,0.4,0.4,1,0.5714,600,0,900,0
587,0.4,5000,"Undersample","DecisionTree",0.4,0.4,0.4,1,0.5714,600,0,900,0
588,0.4,5000,"Undersample","DecisionTree",0.5,0.5053,0.3844,0.3933,0.3888,236,522,378,364
589,0.4,5000,"Undersample","DecisionTree",0.6,0.5907,0.3333,0.0233,0.0436,14,872,28,586
590,0.4,5000,"Undersample","DecisionTree",0.7,0.6,0,0,0,0,900,0,600
591,0.4,5000,"SMOTE","Logistic",0.3,0.4,0.4,1,0.5714,600,0,900,0
592,0.4,5000,"SMOTE","Logistic",0.4,0.486,0.3943,0.5317,0.4528,319,410,490,281
593,0.4,5000,"SMOTE","Logistic",0.5,0.6,0.5,0.0017,0.0034,1,899,1,599
594,0.4,5000,"SMOTE","Logistic",0.6,0.6,0,0,0,0,900,0,600
595,0.4,5000,"SMOTE","Logistic",0.7,0.6,0,0,0,0,900,0,600
596,0.4,5000,"SMOTE","DecisionTree",0.3,0.4,0.4,1,0.5714,600,0,900,0
597,0.4,5000,"SMOTE","DecisionTree",0.4,0.5907,0.3333,0.0233,0.0436,14,872,28,586
598,0.4,5000,"SMOTE","DecisionTree",0.5,0.5907,0.3333,0.0233,0.0436,14,872,28,586
599,0.4,5000,"SMOTE","DecisionTree",0.6,0.6,0,0,0,0,900,0,600
600,0.4,5000,"SMOTE","DecisionTree",0.7,0.6,0,0,0,0,900,0,600
